,Season,Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,# Pl Against,90s Against,Gls Against,Sh Against,SoT Against,SoT% Against,Sh/90 Against,SoT/90 Against,G/Sh Against,G/SoT Against,Dist Against,FK Against,PK Against,PKatt Against,xG Against,npxG Against,npxG/Sh Against,G-xG Against,np:G-xG Against,Squad-Season,xG per 90,xG Against per 90,G per 90,G Against per 90,G - xG per 90,Gc - xGc per 90
48,2019,Leicester City,24,38,65,533,181,34,14.03,4.76,0.11,0.33,16.7,20,5,7,61.6,56.2,0.11,3.4,3.8,24,38,39,367,126,34.3,9.66,3.32,0.08,0.25,17,21,8,10,44.5,37,0.1,-5.5,-6,Leicester City-2019,1.621052632,1.171052632,1.710526316,1.026315789,0.089473684,0.144736842
49,2019,Liverpool,24,38,83,585,222,37.9,15.39,5.84,0.13,0.35,16.1,18,5,5,71.5,67.7,0.12,11.5,10.3,24,38,32,340,107,31.5,8.95,2.82,0.09,0.29,16.7,5,1,1,40,39.3,0.12,-8,-8.3,Liverpool-2019,1.881578947,1.052631579,2.184210526,0.842105263,0.302631579,0.210526316
50,2019,Manchester City,24,38,100,730,246,33.7,19.21,6.47,0.13,0.38,15.8,27,6,11,93,84.6,0.12,7,9.4,24,38,34,274,107,39.1,7.21,2.82,0.11,0.29,16.2,18,3,3,34.7,32.9,0.12,-0.7,-1.9,Manchester City-2019,2.447368421,0.913157895,2.631578947,0.894736842,0.184210526,0.018421053
51,2019,Manchester Utd,29,38,65,528,200,37.9,13.89,5.26,0.1,0.28,18.5,33,10,14,59.4,48.8,0.09,5.6,6.2,29,38,35,385,125,32.5,10.13,3.29,0.08,0.26,17.3,23,3,3,37.4,35.2,0.09,-2.4,-3.2,Manchester Utd-2019,1.563157895,0.984210526,1.710526316,0.921052632,0.147368421,0.063157895
52,2019,Newcastle Utd,28,38,38,397,127,32,10.45,3.34,0.1,0.3,18.5,14,0,1,33.1,32.3,0.08,4.9,5.7,28,38,56,561,190,33.9,14.76,5,0.1,0.28,15.8,19,2,2,58.3,56.8,0.1,-2.3,-2.8,Newcastle Utd-2019,0.871052632,1.534210526,1,1.473684211,0.128947368,0.060526316
53,2019,Norwich City,30,38,25,409,124,30.3,10.76,3.26,0.06,0.19,17.4,16,2,2,38,36.6,0.09,-13,-13.6,30,38,72,600,201,33.5,15.79,5.29,0.11,0.34,16,18,4,7,61.9,56.7,0.1,10.1,11.3,Norwich City-2019,1,1.628947368,0.657894737,1.894736842,-0.342105263,-0.265789474
54,2019,Sheffield Utd,26,38,36,353,109,30.9,9.29,2.87,0.1,0.32,14.7,4,1,1,41.5,40.8,0.12,-5.5,-5.8,26,38,39,430,141,32.8,11.32,3.71,0.09,0.27,17,23,1,3,47.9,45.6,0.11,-8.9,-7.6,Sheffield Utd-2019,1.092105263,1.260526316,0.947368421,1.026315789,-0.144736842,0.234210526
55,2019,Southampton,25,38,51,497,169,34,13.08,4.45,0.1,0.29,17.4,27,2,5,54,50,0.1,-3,-1,25,38,59,445,163,36.6,11.71,4.29,0.13,0.34,16,12,3,4,53.1,50,0.12,5.9,6,Southampton-2019,1.421052632,1.397368421,1.342105263,1.552631579,-0.078947368,-0.155263158
56,2019,Tottenham,29,38,56,439,155,35.3,11.55,4.08,0.12,0.34,17.8,21,3,4,46.1,43,0.1,9.9,10,29,38,45,531,172,32.4,13.97,4.53,0.08,0.23,16.8,23,5,7,52,46.9,0.09,-7,-6.9,Tottenham-2019,1.213157895,1.368421053,1.473684211,1.184210526,0.260526316,0.184210526
57,2019,Watford,26,38,35,410,114,27.8,10.79,3,0.07,0.25,16.5,18,7,8,45.1,39.1,0.1,-10.1,-11.1,26,38,61,488,166,34,12.84,4.37,0.11,0.32,17.4,28,8,9,57.3,50.3,0.11,3.7,2.7,Watford-2019,1.186842105,1.507894737,0.921052632,1.605263158,-0.265789474,-0.097368421
58,2019,West Ham,29,38,49,414,157,37.9,10.89,4.13,0.11,0.29,15.6,13,4,4,46.2,43.2,0.11,2.8,1.8,29,38,59,493,178,36.1,12.97,4.68,0.11,0.3,15.7,13,5,6,61.1,56.5,0.12,-2.1,-2.5,West Ham-2019,1.215789474,1.607894737,1.289473684,1.552631579,0.073684211,0.055263158
59,2019,Wolves,21,38,49,453,142,31.3,11.92,3.74,0.1,0.32,16.9,12,4,4,47.1,44.1,0.1,1.9,0.9,21,38,39,393,120,30.5,10.34,3.16,0.1,0.32,16.8,12,1,3,34.8,32.4,0.08,4.2,5.6,Wolves-2019,1.239473684,0.915789474,1.289473684,1.026315789,0.05,-0.110526316
60,2020,Arsenal,29,38,53,455,141,31,11.97,3.71,0.1,0.33,16.9,23,6,6,53.5,49,0.11,-0.5,-2,29,38,35,419,128,30.5,11.03,3.37,0.08,0.26,16.9,11,2,3,44.3,42.1,0.1,-9.3,-9.1,Arsenal-2020,1.407894737,1.165789474,1.394736842,0.921052632,-0.013157895,0.244736842
61,2020,Aston Villa,24,38,52,518,179,34.6,13.63,4.71,0.09,0.26,16.5,15,5,6,52.9,48.5,0.1,-0.9,-1.5,24,38,45,536,177,33,14.11,4.66,0.07,0.23,17.3,25,5,6,52.9,48.4,0.09,-7.9,-8.4,Aston Villa-2020,1.392105263,1.392105263,1.368421053,1.184210526,-0.023684211,0.207894737
62,2020,Brighton,27,38,39,476,129,27.1,12.53,3.39,0.07,0.26,16.6,14,6,9,51.6,44.8,0.1,-12.6,-11.8,27,38,44,352,117,33.2,9.26,3.08,0.11,0.32,17.7,10,6,7,37.7,32.4,0.09,6.3,5.6,Brighton-2020,1.357894737,0.992105263,1.026315789,1.157894737,-0.331578947,-0.165789474
63,2020,Burnley,25,38,32,383,125,32.6,10.08,3.29,0.08,0.23,16.6,15,3,3,39.9,37.6,0.1,-7.9,-8.6,25,38,54,562,179,31.9,14.79,4.71,0.09,0.28,16.7,12,3,3,57.6,55.4,0.1,-3.6,-4.4,Burnley-2020,1.05,1.515789474,0.842105263,1.421052632,-0.207894737,0.094736842
64,2020,Chelsea,27,38,56,553,194,35.1,14.55,5.11,0.09,0.25,16.3,16,8,10,64,56.4,0.1,-8,-8.4,27,38,35,332,103,31,8.74,2.71,0.1,0.31,18.8,15,3,4,32.8,29.8,0.09,2.2,2.2,Chelsea-2020,1.684210526,0.863157895,1.473684211,0.921052632,-0.210526316,-0.057894737
65,2020,Crystal Palace,24,38,39,346,129,37.3,9.11,3.39,0.1,0.28,16.8,18,3,4,32.4,29.5,0.09,6.6,6.5,24,38,66,533,173,32.5,14.03,4.55,0.12,0.36,16,29,3,4,57.5,54.4,0.1,8.5,8.6,Crystal Palace-2020,0.852631579,1.513157895,1.026315789,1.736842105,0.173684211,-0.223684211
66,2020,Everton,29,38,45,395,144,36.5,10.39,3.79,0.1,0.28,16.4,15,4,5,47.1,43.4,0.11,-2.1,-2.4,29,38,47,502,158,31.5,13.21,4.16,0.09,0.28,17.1,22,3,4,52,48.9,0.1,-5,-4.9,Everton-2020,1.239473684,1.368421053,1.184210526,1.236842105,-0.055263158,0.131578947
67,2020,Fulham,28,38,26,440,123,28,11.58,3.24,0.05,0.19,17.4,10,3,6,41.3,36.8,0.08,-15.3,-13.8,28,38,52,421,164,39,11.08,4.32,0.11,0.27,16.3,26,7,7,52.9,47.7,0.12,-0.9,-2.7,Fulham-2020,1.086842105,1.392105263,0.684210526,1.368421053,-0.402631579,0.023684211
68,2020,Leeds United,23,38,60,524,196,37.4,13.79,5.16,0.11,0.29,16.2,9,4,4,57.5,54.5,0.11,2.5,1.5,23,38,52,549,189,34.4,14.45,4.97,0.08,0.23,17.2,20,8,9,62.9,56,0.1,-10.9,-12,Leeds United-2020,1.513157895,1.655263158,1.578947368,1.368421053,0.065789474,0.286842105
69,2020,Leicester City,27,38,64,472,172,36.4,12.42,4.53,0.11,0.31,18,20,10,12,56,46.9,0.1,8,7.1,27,38,48,369,134,36.3,9.71,3.53,0.12,0.33,15.5,17,4,4,47.7,44.7,0.13,0.3,-0.7,Leicester City-2020,1.473684211,1.255263158,1.684210526,1.263157895,0.210526316,-0.007894737
70,2020,Liverpool,28,38,65,600,201,33.5,15.79,5.29,0.1,0.29,16.2,20,6,6,72.6,68.1,0.12,-7.6,-9.1,28,38,42,324,137,42.3,8.53,3.61,0.12,0.28,16.7,12,4,8,45.3,39.3,0.12,-3.3,-1.3,Liverpool-2020,1.910526316,1.192105263,1.710526316,1.105263158,-0.2,0.086842105
71,2020,Manchester City,24,38,82,590,213,36.1,15.53,5.61,0.13,0.36,16.6,21,5,9,73.3,66.6,0.12,8.7,10.4,24,38,31,275,89,32.4,7.24,2.34,0.08,0.26,17.9,13,8,10,31.4,23.7,0.09,-0.4,-0.7,Manchester City-2020,1.928947368,0.826315789,2.157894737,0.815789474,0.228947368,0.010526316
72,2020,Manchester Utd,29,38,70,517,197,38.1,13.61,5.18,0.12,0.3,17.3,21,10,11,60.2,51.9,0.1,9.8,8.1,29,38,42,425,135,31.8,11.18,3.55,0.09,0.28,17.1,14,4,4,42.2,39.3,0.09,-0.2,-1.3,Manchester Utd-2020,1.584210526,1.110526316,1.842105263,1.105263158,0.257894737,0.005263158
73,2020,Newcastle Utd,27,38,44,387,130,33.6,10.18,3.42,0.1,0.29,17.5,24,6,7,41,35.5,0.09,3,2.5,27,38,59,571,179,31.3,15.03,4.71,0.1,0.31,16.7,16,4,5,54,50.2,0.09,5,4.8,Newcastle Utd-2020,1.078947368,1.421052632,1.157894737,1.552631579,0.078947368,-0.131578947
74,2020,Sheffield Utd,27,38,19,319,92,28.8,8.39,2.42,0.05,0.17,16.8,5,3,4,31.4,28.4,0.09,-12.4,-12.4,27,38,60,541,205,37.9,14.24,5.39,0.11,0.28,16.7,22,3,4,62.4,59.5,0.11,-2.4,-2.5,Sheffield Utd-2020,0.826315789,1.642105263,0.5,1.578947368,-0.326315789,0.063157895
75,2020,Southampton,29,38,47,417,157,37.6,10.97,4.13,0.1,0.27,17.6,20,5,6,42.4,37.9,0.09,4.6,4.1,29,38,67,421,169,40.1,11.08,4.45,0.14,0.35,16,15,8,9,54.2,47.4,0.11,12.8,11.6,Southampton-2020,1.115789474,1.426315789,1.236842105,1.763157895,0.121052632,-0.336842105
76,2020,Tottenham,24,38,66,442,166,37.6,11.63,4.37,0.14,0.37,17.2,35,5,5,54.5,50.7,0.12,11.5,10.3,24,38,42,477,144,30.2,12.55,3.79,0.07,0.22,16.7,9,10,10,49.5,41.9,0.09,-7.5,-9.9,Tottenham-2020,1.434210526,1.302631579,1.736842105,1.105263158,0.302631579,0.197368421
77,2020,West Brom,30,38,33,336,107,31.8,8.84,2.82,0.09,0.27,17.6,16,4,4,33.8,30.7,0.09,-0.8,-1.7,30,38,73,591,235,39.8,15.55,6.18,0.11,0.28,16.8,25,7,11,67.7,59.4,0.1,5.3,6.6,West Brom-2020,0.889473684,1.781578947,0.868421053,1.921052632,-0.021052632,-0.139473684
78,2020,West Ham,24,38,60,462,158,34.2,12.16,4.16,0.13,0.37,15.4,16,2,4,53.9,50.7,0.11,6.1,7.3,24,38,43,458,143,31.2,12.05,3.76,0.09,0.28,17.2,16,3,5,48.3,44.5,0.1,-5.3,-4.5,West Ham-2020,1.418421053,1.271052632,1.578947368,1.131578947,0.160526316,0.139473684
79,2020,Wolves,27,38,34,462,149,32.3,12.16,3.92,0.06,0.2,17.7,14,4,4,39.9,36.8,0.08,-5.9,-6.8,27,38,49,436,144,33,11.47,3.79,0.1,0.29,16.3,18,7,8,45.8,39.8,0.09,3.2,2.2,Wolves-2020,1.05,1.205263158,0.894736842,1.289473684,-0.155263158,-0.084210526
80,2021,Arsenal,27,24,37,368,118,32.1,15.33,4.92,0.1,0.31,17,15,1,4,37.5,34.3,0.1,-0.5,1.7,27,24,27,288,94,32.6,12,3.92,0.08,0.26,17.3,10,3,3,31.3,29,0.1,-4.3,-5,Arsenal-2021,1.5625,1.304166667,1.541666667,1.125,-0.020833333,0.179166667
81,2021,Aston Villa,30,25,31,286,87,30.4,11.44,3.48,0.1,0.33,17.1,13,2,2,26.8,25.4,0.09,4.2,3.6,30,25,36,321,99,30.8,12.84,3.96,0.1,0.33,16.8,16,3,5,33,29.2,0.09,3,3.8,Aston Villa-2021,1.072,1.32,1.24,1.44,0.168,-0.12
82,2021,Brentford,27,27,26,277,89,32.1,10.26,3.3,0.08,0.26,15.5,5,3,3,30.2,27.9,0.1,-4.2,-4.9,27,27,42,360,130,36.1,13.33,4.81,0.11,0.31,17.1,15,2,2,35.9,34.4,0.1,6.1,5.6,Brentford-2021,1.118518519,1.32962963,0.962962963,1.555555556,-0.155555556,-0.225925926
83,2021,Brighton,25,26,24,321,90,28,12.35,3.46,0.07,0.23,17.1,13,3,4,28.8,25.8,0.08,-4.8,-4.8,25,26,30,315,100,31.7,12.12,3.85,0.09,0.28,18.1,14,2,3,31.5,29.2,0.09,-1.5,-1.2,Brighton-2021,1.107692308,1.211538462,0.923076923,1.153846154,-0.184615385,0.057692308
84,2021,Burnley,22,24,20,251,74,29.5,10.46,3.08,0.08,0.27,16.8,9,0,0,21.5,21.5,0.09,-1.5,-1.5,22,24,29,391,104,26.6,16.29,4.33,0.07,0.28,16.8,12,0,0,33.7,33.7,0.09,-4.7,-4.7,Burnley-2021,0.895833333,1.404166667,0.833333333,1.208333333,-0.0625,0.195833333
85,2021,Chelsea,25,25,48,357,122,34.2,14.28,4.88,0.11,0.34,16.8,20,7,7,42,37,0.11,6,4,25,25,17,230,76,33,9.2,3.04,0.06,0.17,17.6,7,4,4,22.8,20.2,0.09,-5.8,-7.2,Chelsea-2021,1.68,0.912,1.92,0.68,0.24,0.232
86,2021,Crystal Palace,24,27,37,287,95,33.1,10.63,3.52,0.12,0.36,15.8,11,3,4,31.5,28.5,0.1,5.5,5.5,24,27,36,318,101,31.8,11.78,3.74,0.1,0.33,16.9,15,3,4,31.6,28.6,0.09,4.4,4.4,Crystal Palace-2021,1.166666667,1.17037037,1.37037037,1.333333333,0.203703704,-0.162962963
87,2021,Everton,32,24,27,291,86,29.6,12.12,3.58,0.08,0.28,17.1,12,3,4,28.2,25.2,0.09,-1.2,-1.2,32,24,38,322,116,36,13.42,4.83,0.11,0.32,16.7,14,1,1,34.6,33.8,0.11,3.4,3.2,Everton-2021,1.175,1.441666667,1.125,1.583333333,-0.05,-0.141666667
88,2021,Leeds United,28,26,29,356,103,28.9,13.69,3.96,0.07,0.24,18.3,10,4,4,32.4,29.4,0.08,-3.4,-4.4,28,26,59,404,152,37.6,15.54,5.85,0.13,0.36,16.6,17,5,5,51.2,47.5,0.12,7.8,6.5,Leeds United-2021,1.246153846,1.969230769,1.115384615,2.269230769,-0.130769231,-0.3
89,2021,Leicester City,24,23,37,273,101,37,11.87,4.39,0.13,0.35,17.1,8,2,2,34.4,32.9,0.12,2.6,2.1,24,23,42,363,116,32,15.78,5.04,0.1,0.32,15.9,11,5,6,40.6,35.9,0.1,1.4,1.1,Leicester City-2021,1.495652174,1.765217391,1.608695652,1.826086957,0.113043478,-0.060869565
90,2021,Liverpool,27,26,70,501,175,34.9,19.27,6.73,0.13,0.37,15.6,5,5,6,66.7,62.4,0.13,3.3,2.6,27,26,19,212,72,34,8.15,2.77,0.09,0.26,16.3,9,0,0,24.9,24.9,0.12,-5.9,-5.9,Liverpool-2021,2.565384615,0.957692308,2.692307692,0.730769231,0.126923077,0.226923077
91,2021,Manchester City,25,27,62,487,171,35.1,18.04,6.33,0.11,0.33,15.6,11,6,7,61.7,56.2,0.12,0.3,-0.2,25,27,17,180,63,35,6.67,2.33,0.09,0.25,17,7,1,1,19.9,19.2,0.11,-2.9,-3.2,Manchester City-2021,2.285185185,0.737037037,2.296296296,0.62962963,0.011111111,0.107407407
92,2021,Manchester Utd,25,27,43,393,131,33.3,14.56,4.85,0.1,0.31,17.1,15,2,3,43.3,41.1,0.11,-0.3,-0.1,25,27,32,358,127,35.5,13.26,4.7,0.09,0.24,17.1,9,1,3,37.3,35,0.1,-5.3,-4,Manchester Utd-2021,1.603703704,1.381481481,1.592592593,1.185185185,-0.011111111,0.196296296
93,2021,Newcastle Utd,29,25,26,307,90,29.3,12.28,3.6,0.08,0.28,17,9,1,1,25.3,24.6,0.08,0.7,0.4,29,25,43,364,107,29.4,14.56,4.28,0.1,0.36,17.3,15,5,6,38.7,34.7,0.1,4.3,3.3,Newcastle Utd-2021,1.012,1.548,1.04,1.72,0.028,-0.172
94,2021,Norwich City,26,26,13,250,67,26.8,9.62,2.58,0.04,0.16,17.9,14,2,2,21.1,19.6,0.08,-8.1,-8.6,26,26,53,414,137,33.1,15.92,5.27,0.11,0.34,16.6,10,6,8,48.8,42.8,0.11,4.2,4.2,Norwich City-2021,0.811538462,1.876923077,0.5,2.038461538,-0.311538462,-0.161538462
95,2021,Southampton,25,26,32,351,122,34.8,13.5,4.69,0.08,0.24,17.2,14,3,3,36,33.7,0.1,-4,-4.7,25,26,36,311,108,34.7,11.96,4.15,0.11,0.31,15.7,9,2,2,36.1,34.8,0.11,-0.1,-0.8,Southampton-2021,1.384615385,1.388461538,1.230769231,1.384615385,-0.153846154,0.003846154
96,2021,Tottenham,25,25,32,314,121,38.5,12.56,4.84,0.1,0.25,16.2,13,2,2,39.6,38.1,0.12,-7.6,-8.1,25,25,31,349,102,29.2,13.96,4.08,0.08,0.28,16.6,6,2,2,30,28.5,0.08,1,0.5,Tottenham-2021,1.584,1.2,1.28,1.24,-0.304,-0.04
97,2021,Watford,29,26,25,285,94,33,10.96,3.62,0.08,0.26,17.7,13,1,2,27.1,25.6,0.09,-2.1,-1.6,29,26,45,371,115,31,14.27,4.42,0.11,0.37,16.2,13,3,4,46,42.9,0.12,-1,-0.9,Watford-2021,1.042307692,1.769230769,0.961538462,1.730769231,-0.080769231,0.038461538
98,2021,West Ham,24,27,44,340,108,31.8,12.59,4,0.12,0.38,16.2,11,3,5,37.3,34,0.1,6.7,7,24,27,34,361,107,29.6,13.37,3.96,0.09,0.3,16.5,9,2,3,32.7,30.4,0.09,1.3,1.6,West Ham-2021,1.381481481,1.211111111,1.62962963,1.259259259,0.248148148,-0.048148148
99,2021,Wolves,23,26,23,270,86,31.9,10.38,3.31,0.08,0.26,17.8,11,1,1,25.6,25.1,0.1,-2.6,-3.1,23,26,20,333,104,31.2,12.81,4,0.05,0.15,16.7,14,4,4,36.7,33.7,0.1,-16.7,-17.7,Wolves-2021,0.984615385,1.411538462,0.884615385,0.769230769,-0.1,0.642307692